9111,Nueva Imperial,Cautín,La Araucanía,732.5,32109,43.8,629
9112,Padre Las Casas,Cautín,La Araucanía,400.7,72135,180,662
9113,Perquenco,Cautín,La Araucanía,330.7,6911,20.9,0.63
9114,Pitrufquén,Cautín,La Araucanía,580.7,23776,40.9,663
9115,Pucón,Cautín,La Araucanía,1248.5,29987,24,767
9116,Saavedra,Cautín,La Araucanía,400.8,13481,33.6,574
9117,Teodoro Schmidt,Cautín,La Araucanía,649.9,15793,24.3,607
9118,Toltén,Cautín,La Araucanía,860.4,10403,12.1,617
9119,Vilcún,Cautín,La Araucanía,1420.9,23823,16.8,643
9120,Villarrica,Cautín,La Araucanía,1291.1,56178,43.5,698
9121,Cholchol,Cautín,La Araucanía,427.9,10825,25.3,
9201,Angol,Malleco,La Araucanía,1194.4,51136,42.8,707
9202,Collipulli,Malleco,La Araucanía,1295.9,21705,16.7,633
9203,Curacautín,Malleco,La Araucanía,1664,15728,9.5,657
9204,Ercilla,Malleco,La Araucanía,499.7,9148,18.3,609
9205,Lonquimay,Malleco,La Araucanía,3914.2,11341,2.9,629
9206,Los Sauces,Malleco,La Araucanía,849.8,6490,7.6,602
9207,Lumaco,Malleco,La Araucanía,1119,10479,9.4,603
9208,Purén,Malleco,La Araucanía,464.9,11789,25.4,594
9209,Renaico,Malleco,La Araucanía,267.4,9028,33.8,615
9210,Traiguén,Malleco,La Araucanía,908,18357,20.2,657
9211,Victoria,Malleco,La Araucanía,1256,33127,26.4,686
14101,Valdivia,Valdivia,Los Ríos,1016,163148,138.4,754
14102,Corral,Valdivia,Los Ríos,767,5084,7.1,658
14103,Lanco,Valdivia,Los Ríos,532.4,16663,28.4,648
14104,Los Lagos,Valdivia,Los Ríos,1791.2,18733,11.3,658
14105,Máfil,Valdivia,Los Ríos,583,7006,12.3,655
14106,Mariquina,Valdivia,Los Ríos,1320.5,19823,15.1,653
14107,Paillaco,Valdivia,Los Ríos,896,19898,22,647
14108,Panguipulli,Valdivia,Los Ríos,3292,35185,10.1,627
14201,La Unión,Ranco,Los Ríos,2137,38544,18.4,687
14202,Futrono,Ranco,Los Ríos,2267.5,15811,6.6,637
14203,Lago Ranco,Ranco,Los Ríos,1763.3,9380,5.7,606
14204,Río Bueno,Ranco,Los Ríos,2211.7,31343,15.5,624
10101,Puerto Montt,Llanquihue,Los Lagos,1673,248945,142.5,718
10102,Calbuco,Llanquihue,Los Lagos,590.8,34902,59.1,642
10103,Cochamó,Llanquihue,Los Lagos,3910.8,4326,1.1,0.69
10104,Fresia,Llanquihue,Los Lagos,1278.1,12454,9.7,657
10105,Frutillar,Llanquihue,Los Lagos,831.4,17756,21.4,669
10106,Los Muermos,Llanquihue,Los Lagos,1245.8,16522,13.3,648
10107,Llanquihue,Llanquihue,Los Lagos,420.8,18151,43.1,695
10108,Maullín,Llanquihue,Los Lagos,860.8,13914,16.2,691
10109,Puerto Varas,Llanquihue,Los Lagos,4064.9,39414,9.7,748
10201,Castro,Chiloé,Los Lagos,472.5,50764,107.4,0.72
10202,Ancud,Chiloé,Los Lagos,1752.4,41960,23.9,705
10203,Chonchi,Chiloé,Los Lagos,1362.1,14639,10.7,641
10204,Curaco de Vélez,Chiloé,Los Lagos,80,3884,48.6,702
10205,Dalcahue,Chiloé,Los Lagos,1239.4,14548,11.7,0.69
10206,Puqueldón,Chiloé,Los Lagos,97.3,4097,42.1,628
10207,Queilén,Chiloé,Los Lagos,332.9,5319,16,646
10208,Quellón,Chiloé,Los Lagos,3244,30964,9.5,0.67
10209,Quemchi,Chiloé,Los Lagos,440.3,9191,20.9,656
10210,Quinchao,Chiloé,Los Lagos,160.7,9043,56.3,648
10301,Osorno,Osorno,Los Lagos,951,153797,152.9,0.7
10302,Puerto Octay,Osorno,Los Lagos,1795.7,9480,5.3,679
10303,Purranque,Osorno,Los Lagos,1458.8,20768,14.2,627
10304,Puyehue,Osorno,Los Lagos,1597.9,11370,7.1,675
10305,Río Negro,Osorno,Los Lagos,1265.7,13425,10.6,633
10306,San Juan de la Costa,Osorno,Los Lagos,1517,7997,5.3,0.51
10307,San Pablo,Osorno,Los Lagos,637.3,9150,14.4,625
10401,Chaitén,Palena,Los Lagos,8470.5,7122,0.8,704
10402,Futaleufú,Palena,Los Lagos,1280,1836,1.4,665
10403,Hualaihué,Palena,Los Lagos,2787.7,8426,3,659
10404,Palena,Palena,Los Lagos,2763.7,1665,0.6,667
11101,Coyhaique,Coyhaique,Aysén del Gral. C. Ibáñez del Campo,7290.2,59221,6.8,751
11102,Lago Verde,Coyhaique,Aysén del Gral. C. Ibáñez del Campo,5422.3,925,0.2,637
11201,Aysén,Aysén,Aysén del Gral. C. Ibáñez del Campo,29796.4,27187,0.9,674
11202,Cisnes,Aysén,Aysén del Gral. C. Ibáñez del Campo,16093,6166,0.3,725
11203,Guaitecas,Aysén,Aysén del Gral. C. Ibáñez del Campo,620.6,1862,2.4,654
11301,Cochrane,Capitán Prat,Aysén del Gral. C. Ibáñez del Campo,8599.5,2759,0.3,668
11302,O'Higgins,Capitán Prat,Aysén del Gral. C. Ibáñez del Campo,8182.5,700,0.1,572
11303,Tortel,Capitán Prat,Aysén del Gral. C. Ibáñez del Campo,19710.6,531,0,655
11401,Chile Chico,General Carrera,Aysén del Gral. C. Ibáñez del Campo,5737.1,5334,0.8,707
11402,Río Ibáñez,General Carrera,Aysén del Gral. C. Ibáñez del Campo,5997.2,2208,0.4,654
12101,Punta Arenas,Magallanes,Magallanes y Antártica Chilena,17846.3,125483,6.8,748
12102,Laguna Blanca,Magallanes,Magallanes y Antártica Chilena,3695.6,631,0,785
12103,Río Verde,Magallanes,Magallanes y Antártica Chilena,17248,363,0,784
12104,San Gregorio,Magallanes,Magallanes y Antártica Chilena,6883.7,731,0.1,823
12201,Cabo de Hornos,Antártica Chilena,Magallanes y Antártica Chilena,15578.7,1677,0.1,806
12202,Antártica,Antártica Chilena,Magallanes y Antártica Chilena,1250257.6,127,0,
12301,Porvenir,Tierra del Fuego,Magallanes y Antártica Chilena,9707.4,5650,0.8,731
12302,Primavera,Tierra del Fuego,Magallanes y Antártica Chilena,4253.4,803,0.2,774
12303,Timaukel,Tierra del Fuego,Magallanes y Antártica Chilena,10758.9,873,0.1,717
12401,Natales,Última Esperanza,Magallanes y Antártica Chilena,49924.1,21327,0.4,699
12402,Torres del Paine,Última Esperanza,Magallanes y Antártica Chilena,6630,1163,0.1,0.73
13101,Santiago,Santiago,Metropolitana de Santiago,22,237369,8654.8,807
13102,Cerrillos,Santiago,Metropolitana de Santiago,21,79195,3422.1,743
13103,Cerro Navia,Santiago,Metropolitana de Santiago,11,128090,13361.4,683
13104,Conchalí,Santiago,Metropolitana de Santiago,10.7,121118,11229,707
13105,El Bosque,Santiago,Metropolitana de Santiago,14.2,162671,12365,711
13106,Estación Central,Santiago,Metropolitana de Santiago,15,119292,8601.5,735
13107,Huechuraba,Santiago,Metropolitana de Santiago,44.8,87667,1886.6,737
13108,Independencia,Santiago,Metropolitana de Santiago,7,73874,9354.1,709
13109,La Cisterna,Santiago,Metropolitana de Santiago,10,80910,8511.8,775
13110,La Florida,Santiago,Metropolitana de Santiago,70.2,397497,5209,804
13111,La Granja,Santiago,Metropolitana de Santiago,10,121214,13252,689
13112,La Pintana,Santiago,Metropolitana de Santiago,30.6,202146,8511.8,679
13113,La Reina,Santiago,Metropolitana de Santiago,23,91927,9618.3,883
13114,Las Condes,Santiago,Metropolitana de Santiago,99,289949,2524.2,933
13115,Lo Barnechea,Santiago,Metropolitana de Santiago,1024,97230,73,912
13116,Lo Espejo,Santiago,Metropolitana de Santiago,7,99527,15667,657
13117,Lo Prado,Santiago,Metropolitana de Santiago,7,94766,13100.4,715
13118,Macul,Santiago,Metropolitana de Santiago,12.9,111436,8656.5,806
13119,Maipú,Santiago,Metropolitana de Santiago,135.5,805000,3876.2,902
13120,Ñuñoa,Santiago,Metropolitana de Santiago,16.9,195410,8937.5,0.86
13121,Pedro Aguirre Cerda,Santiago,Metropolitana de Santiago,10,104018,11456,708
13122,Peñalolén,Santiago,Metropolitana de Santiago,54,249621,4001.1,743
13123,Providencia,Santiago,Metropolitana de Santiago,14.3,126487,8429.1,911
13124,Pudahuel,Santiago,Metropolitana de Santiago,197,225509,993.7,735
13125,Quilicura,Santiago,Metropolitana de Santiago,58,203946,3486.6,782
13126,Quinta Normal,Santiago,Metropolitana de Santiago,13,101737,8388,723
13127,Recoleta,Santiago,Metropolitana de Santiago,16,152985,9273.8,697
13128,Renca,Santiago,Metropolitana de Santiago,24,142136,8388.1,709
13129,San Joaquín,Santiago,Metropolitana de Santiago,9.7,94255,10064.4,719
13130,San Miguel,Santiago,Metropolitana de Santiago,10.0,90846,7787.2,765
13131,San Ramón,Santiago,Metropolitana de Santiago,7,85195,14600.9,679
13132,Vitacura,Santiago,Metropolitana de Santiago,28.3,84195,2910.7,949
13201,Puente Alto,Cordillera,Metropolitana de Santiago,88,757721,6664.8,773
13202,Pirque,Cordillera,Metropolitana de Santiago,445.3,20732,37.2,807
13203,San José de Maipo,Cordillera,Metropolitana de Santiago,4994.8,14455,0.3,759
13301,Colina,Chacabuco,Metropolitana de Santiago,971.2,113340,80.1,726
13302,Lampa,Chacabuco,Metropolitana de Santiago,452,79421,89.9,697
13303,Til Til,Chacabuco,Metropolitana de Santiago,653,16405,22.6,706
13401,San Bernardo,Maipo,Metropolitana de Santiago,155,277802,1974,712
13402,Buin,Maipo,Metropolitana de Santiago,214,74232,296.2,731
13403,Calera de Tango,Maipo,Metropolitana de Santiago,73.3,27781,782.6,792
13404,Paine,Maipo,Metropolitana de Santiago,820,6612,73.7,718
13501,Melipilla,Melipilla,Metropolitana de Santiago,1345,107698,70.3,735
13502,Alhué,Melipilla,Metropolitana de Santiago,845,4646,5.2,0.7
13503,Curacaví,Melipilla,Metropolitana de Santiago,693,28439,35.1,0.71
13504,María Pinto,Melipilla,Metropolitana de Santiago,393.5,12501,115.6,698
13505,San Pedro,Melipilla,Metropolitana de Santiago,788,8062,9.6,701
13601,Talagante,Talagante,Metropolitana de Santiago,126,78887,474.6,749
13602,El Monte,Talagante,Metropolitana de Santiago,118,32468,224.2,688
13603,Isla de Maipo,Talagante,Metropolitana de Santiago,189,33723,136.5,724
13604,Padre Hurtado,Talagante,Metropolitana de Santiago,80.8,50696,626.2,728
13605,Peñaflor,Talagante,Metropolitana de Santiago,69,87741,965.5,753
